序号	code	name
1258	600303	曙光股份
1259	600587	新华医疗
1260	600888	新疆众和
1261	002442	龙星化工
1262	300090	盛运环保
1263	002121	科陆电子
1264	002304	洋河股份
1265	002632	道明光学
1266	002550	千红制药
1267	600288	大恒科技
1268	600611	大众交通
1269	002019	亿帆鑫富
1270	000678	襄阳轴承
1271	603227	雪峰科技
1272	300240	飞力达
1273	600053	九鼎投资
1274	600463	空港股份
1275	000668	荣丰控股
1276	600270	外运发展
1277	002312	三泰控股
1278	600731	湖南海利
1279	002214	大立科技
1280	600550	保变电气
1281	002775	文科园林
1282	600078	澄星股份
1283	600030	中信证券
1284	000793	华闻传媒
1285	600724	宁波富达
1286	000029	深深房Ａ
1287	300003	乐普医疗
1288	300206	理邦仪器
1289	600895	张江高科
1290	600978	宜华木业
1291	000731	四川美丰
1292	002184	海得控制
1293	002317	众生药业
1294	600220	江苏阳光
1295	600223	鲁商置业
1296	600108	亚盛集团
1297	601155	新城控股
1298	002267	陕天然气
1299	600482	中国动力
1300	002651	利君股份
1301	600969	郴电国际
1302	000751	锌业股份
1303	603300	华铁科技
1304	600716	凤凰股份
1305	600422	昆药集团
1306	600981	汇鸿集团
1307	603169	兰石重装
1308	300476	胜宏科技
1309	603669	灵康药业
1310	000661	长春高新
1311	600327	大东方
1312	603969	XD银龙股
1313	000593	大通燃气
1314	002757	南兴装备
1315	002123	荣信股份
1316	600634	中技控股
1317	300418	昆仑万维
1318	002421	达实智能
1319	600726	华电能源
1320	603123	翠微股份
1321	000703	恒逸石化
1322	603601	再升科技
1323	300322	硕贝德
1324	002440	闰土股份
1325	600992	贵绳股份
1326	600388	龙净环保
1327	600316	洪都航空
1328	600064	南京高科
1329	600119	长江投资
1330	300049	福瑞股份
1331	000009	中国宝安
1332	300024	机器人
1333	000785	武汉中商
1334	002133	广宇集团
1335	000927	一汽夏利
1336	600146	商赢环球
1337	600800	天津磁卡
1338	002377	国创高新
1339	600865	XD百大集
1340	002521	齐峰新材
1341	600074	保千里
1342	002021	中捷资源
1343	600662	强生控股
1344	600638	新黄浦
1345	601020	XD华钰矿
1346	300190	维尔利
1347	600812	华北制药
1348	000863	三湘股份
1349	000301	东方市场
1350	600622	嘉宝集团
1351	601919	中国远洋
1352	000061	农 产 品
1353	000930	中粮生化
1354	002636	金安国纪
1355	002494	华斯股份
1356	600585	海螺水泥
1357	002030	达安基因
1358	002307	北新路桥
1359	300421	力星股份
1360	300460	惠伦晶体
1361	600350	山东高速
1362	600048	保利地产
1363	600271	航天信息
1364	603979	金诚信
1365	000627	天茂集团
1366	000563	陕国投Ａ
1367	300289	利德曼
1368	002697	红旗连锁
1369	000507	珠海港
1370	000777	中核科技
1371	002060	粤 水 电
1372	002107	沃华医药
1373	002395	双象股份
1374	600449	宁夏建材
1375	600248	延长化建
1376	600158	中体产业
1377	002346	柘中股份
1378	600874	创业环保
1379	600823	世茂股份
1380	002351	漫步者
1381	002653	海思科
1382	300374	恒通科技
1383	600399	抚顺特钢
1384	002348	高乐股份
1385	000981	银亿股份
1386	002661	克明面业
1387	000532	力合股份
1388	600500	中化国际
1389	600706	曲江文旅
1390	000521	美菱电器
1391	600784	鲁银投资
1392	002022	科华生物
1393	300129	泰胜风能
1394	002119	康强电子
1395	002345	潮宏基
1396	002451	摩恩电气
1397	600055	华润万东
1398	300210	森远股份
1399	600436	片仔癀
1400	600771	广誉远
1401	300271	华宇软件
1402	601225	陕西煤业
1403	002008	大族激光
1404	000016	深康佳Ａ
1405	300306	远方光电
1406	300064	豫金刚石
1407	600269	赣粤高速
1408	600558	大西洋
1409	600775	南京熊猫
1410	600071	凤凰光学
1411	601058	赛轮金宇
1412	002594	比亚迪
1413	002342	巨力索具
1414	002609	捷顺科技
1415	000811	烟台冰轮
1416	600343	航天动力
1417	300063	天龙集团
1418	002693	双成药业
1419	600497	驰宏锌锗
1420	002255	海陆重工
1421	000520	长航凤凰
1422	000568	泸州老窖
1423	000403	ST生化
1424	600268	国电南自
1425	600837	海通证券
1426	300002	神州泰岳
1427	603116	红蜻蜓
1428	002178	延华智能
1429	002433	太安堂
1430	603558	健盛集团
1431	600580	卧龙电气
1432	601038	一拖股份
1433	600809	山西汾酒
1434	601368	绿城水务
1435	300233	金城医药
1436	300234	开尔新材
1437	000036	华联控股
1438	600112	天成控股
1439	002087	新野纺织
1440	600312	平高电气
1441	603369	今世缘
1442	000552	靖远煤电
1443	600652	游久游戏
1444	002102	冠福股份
1445	300305	裕兴股份
1446	002662	京威股份
1447	600859	王府井
1448	000913	*ST钱江
1449	002738	中矿资源
1450	300320	海达股份
1451	000776	广发证券
1452	603936	博敏电子
1453	600826	兰生股份
1454	000416	民生控股
1455	002242	九阳股份
1456	600769	祥龙电业
1457	300039	上海凯宝
1458	601216	君正集团
1459	600216	浙江医药
1460	300371	汇中股份
1461	300008	上海佳豪
1462	600210	紫江企业
1463	000062	深圳华强
1464	002310	东方园林
1465	002385	大北农
1466	600037	歌华有线
1467	000657	中钨高新
1468	000712	锦龙股份
1469	600748	上实发展
1470	600754	锦江股份
1471	002372	伟星新材
1472	600618	氯碱化工
1473	300244	迪安诊断
1474	300449	汉邦高科
1475	300005	探路者
1476	300089	文化长城
1477	600396	金山股份
1478	603898	好莱客
1479	000426	兴业矿业
1480	000996	中国中期
1481	002003	伟星股份
1482	600851	海欣股份
1483	000786	北新建材
1484	000829	天音控股
1485	601099	太平洋
1486	300027	华谊兄弟
1487	002338	奥普光电
1488	600201	生物股份
1489	300111	向日葵
1490	600031	三一重工
1491	603618	杭电股份
1492	300262	巴安水务
1493	300132	青松股份
1494	600444	国机通用
1495	601101	昊华能源
1496	600597	光明乳业
1497	600508	上海能源
1498	000034	神州数码
1499	002614	蒙发利
1500	600737	中粮屯河
1501	600780	通宝能源
1502	000951	中国重汽
1503	000599	青岛双星
1504	000420	吉林化纤
1505	600039	四川路桥
1506	600606	绿地控股
1507	603025	大豪科技
1508	002096	南岭民爆
1509	600598	北大荒
1510	000017	深中华A
1511	000027	深圳能源
1512	000783	长江证券
1513	000819	岳阳兴长
1514	600889	南京化纤
1515	601002	晋亿实业
1516	600169	太原重工
1517	000722	湖南发展
1518	002364	中恒电气
1519	000897	津滨发展
1520	002772	众兴菌业
1521	300170	汉得信息
1522	603128	XD华贸物
1523	600502	安徽水利
1524	600886	国投电力
1525	002604	龙力生物
1526	000543	皖能电力
1527	600643	爱建集团
1528	000559	万向钱潮
1529	600971	恒源煤电
1530	601991	大唐发电
1531	000949	新乡化纤
1532	300095	华伍股份
1533	601666	平煤股份
1534	000933	*ST神火
1535	002139	拓邦股份
1536	300387	富邦股份
1537	600163	中闽能源
1538	000702	正虹科技
1539	300098	高新兴
1540	002076	雪 莱 特
1541	002160	常铝股份
1542	601211	国泰君安
1543	600420	现代制药
1544	600959	江苏有线
1545	000713	丰乐种业
1546	000966	长源电力
1547	002015	霞客环保
1548	000166	申万宏源
1549	600168	武汉控股
1550	002671	龙泉股份
1551	600758	红阳能源
1552	000979	中弘股份
1553	002674	兴业科技
1554	600095	哈高科
1555	000430	张家界
1556	600081	东风科技
1557	600292	远达环保
1558	000030	富奥股份
1559	002287	奇正藏药
1560	300138	晨光生物
1561	002690	美亚光电
1562	600545	新疆城建
1563	600491	龙元建设
1564	600136	道博股份
1565	002582	好想你
1566	600311	荣华实业
1567	600861	北京城乡
1568	002487	大金重工
1569	000899	赣能股份
1570	002397	梦洁家纺
1571	000875	吉电股份
1572	000759	中百集团
1573	002488	金固股份
1574	600839	四川长虹
1575	000892	星美联合
1576	600481	双良节能
1577	000922	佳电股份
1578	600397	安源煤业
1579	600429	三元股份
1580	000753	漳州发展
1581	002540	亚太科技
1582	601999	出版传媒
1583	600736	XD苏州高
1584	002337	赛象科技
1585	600428	中远航运
1586	002437	誉衡药业
1587	000681	视觉中国
1588	000523	广州浪奇
1589	002083	孚日股份
1590	002388	新亚制程
1591	600979	广安爱众
1592	000566	海南海药
1593	600323	瀚蓝环境
1594	600816	安信信托
1595	603899	晨光文具
1596	000498	山东路桥
1597	300042	朗科科技
1598	002322	理工环科
1599	002574	明牌珠宝
1600	002752	昇兴股份
1601	600987	航民股份
1602	000037	*ST南电A
1603	002743	富煌钢构
1604	002763	汇洁股份
1605	000723	美锦能源
1606	600824	益民集团
1607	600729	重庆百货
1608	600835	上海机电
1609	002489	浙江永强
1610	601677	明泰铝业
1611	300124	汇川技术
1612	600894	广日股份
1613	603006	联明股份
1614	002300	太阳电缆
1615	600711	XD盛屯矿
1616	000831	*ST五稀
1617	002683	宏大爆破
1618	600156	华升股份
1619	600863	内蒙华电
1620	002004	华邦健康
1621	600635	大众公用
1622	600380	健康元
1623	002732	燕塘乳业
1624	600187	国中水务
1625	600456	宝钛股份
1626	300376	易事特
1627	601877	正泰电器
1628	601928	凤凰传媒
1629	002166	莱茵生物
1630	300511	雪榕生物
1631	002204	大连重工
1632	300096	易联众
1633	600026	中海发展
1634	601808	中海油服
1635	600881	亚泰集团
1636	600188	兖州煤业
1637	600510	黑牡丹
1638	600743	华远地产
1639	600819	耀皮玻璃
1640	002519	银河电子
1641	002638	勤上光电
1642	600240	华业资本
1643	601008	连云港
1644	601636	旗滨集团
1645	600691	阳煤化工
1646	300153	科泰电源
1647	000698	沈阳化工
1648	002658	雪迪龙
1649	603998	方盛制药
1650	000088	盐 田 港
1651	000501	鄂武商Ａ
1652	000828	东莞控股
1653	002170	芭田股份
1654	002081	金 螳 螂
1655	000906	物产中拓
1656	000859	国风塑业
1657	300313	天山生物
1658	600999	招商证券
1659	002233	塔牌集团
1660	600405	动力源
1661	603518	维格娜丝
1662	002299	圣农发展
1663	600828	茂业商业
1664	002154	报 喜 鸟
1665	600522	中天科技
1666	600858	银座股份
1667	600720	祁连山
1668	002399	海普瑞
1669	002506	协鑫集成
1670	002667	鞍重股份
1671	600811	东方集团
1672	601872	招商轮船
1673	002303	美盈森
1674	000985	大庆华科
1675	002589	瑞康医药
1676	002380	科远股份
1677	600487	亨通光电
1678	603021	山东华鹏
1679	002734	利民股份
1680	002232	启明信息
1681	002417	三元达
1682	600505	西昌电力
1683	002220	天宝股份
1684	600351	亚宝药业
1685	001896	豫能控股
1686	603311	金海环境
1687	000690	宝新能源
1688	002099	海翔药业
1689	300013	新宁物流
1690	600493	凤竹纺织
1691	600328	兰太实业
1692	002391	长青股份
1693	600094	大名城
1694	603788	宁波高发
1695	002162	悦心健康
1696	002144	宏达高科
1697	600352	浙江龙盛
1698	600557	康缘药业
1699	600740	山西焦化
1700	000888	峨眉山Ａ
1701	600739	辽宁成大
1702	000626	如意集团
1703	000937	冀中能源
1704	600027	华电国际
1705	601231	环旭电子
1706	603099	长白山
1707	002206	海 利 得
1708	000011	深物业A
1709	600000	浦发银行
1710	600090	啤酒花
1711	600744	华银电力
1712	600804	鹏博士
1713	601328	交通银行
1714	002558	世纪游轮
1715	600717	天津港
1716	000598	兴蓉环境
1717	600810	神马股份
1718	601313	江南嘉捷
1719	601818	光大银行
1720	002062	宏润建设
1721	601668	中国建筑
1722	300358	楚天科技
1723	000656	金科股份
1724	000667	美好集团
1725	002124	天邦股份
1726	002141	蓉胜超微
1727	300015	爱尔眼科
1728	600976	健民集团
1729	603699	纽威股份
1730	002621	三垒股份
1731	000413	东旭光电
1732	603167	渤海轮渡
1733	002116	中国海诚
1734	002375	亚厦股份
1735	600373	中文传媒
1736	002002	鸿达兴业
1737	002400	省广股份
1738	601998	中信银行
1739	000677	恒天海龙
1740	002276	万马股份
1741	600266	北京城建
1742	600778	友好集团
1743	002018	华信国际
1744	002227	奥 特 迅
1745	000560	昆百大Ａ
1746	002626	金达威
1747	600560	金自天正
1748	002549	凯美特气
1749	600681	百川能源
1750	600543	莫高股份
1751	601126	四方股份
1752	600406	国电南瑞
1753	000767	漳泽电力
1754	002045	国光电器
1755	002692	远程电缆
1756	600208	新湖中宝
1757	600844	丹化科技
1758	600138	中青旅
1759	002186	全 聚 德
1760	002090	金智科技
1761	600702	沱牌舍得
1762	000908	景峰医药
1763	300082	奥克股份
1764	601188	龙江交通
1765	002191	劲嘉股份
1766	002737	葵花药业
1767	600548	深高速
1768	000422	湖北宜化
1769	300360	炬华科技
1770	002068	黑猫股份
1771	002294	信立泰
1772	600348	阳泉煤业
1773	000096	广聚能源
1774	600180	瑞茂通
1775	600015	华夏银行
1776	002327	富安娜
1777	000877	天山股份
1778	600329	中新药业
1779	600178	东安动力
1780	000761	本钢板材
1781	600790	轻纺城
1782	002503	搜于特
1783	601588	北辰实业
1784	002086	东方海洋
1785	600190	锦州港
1786	601929	吉视传媒
1787	002027	分众传媒
1788	000800	一汽轿车
1789	600313	农发种业
1790	002562	兄弟科技
1791	600125	铁龙物流
1792	002588	史丹利
1793	000001	平安银行
1794	000513	丽珠集团
1795	000976	春晖股份
1796	600320	振华重工
1797	300357	我武生物
1798	600052	浙江广厦
1799	600409	三友化工
1800	600483	福能股份
1801	601699	潞安环能
1802	002248	华东数控
1803	000540	中天城投
1804	300202	聚龙股份
1805	600527	江南高纤
1806	000801	四川九洲
1807	000809	铁岭新城
1808	002575	群兴玩具
1809	600965	福成股份
1810	600067	冠城大通
1811	600280	中央商场
1812	000049	德赛电池
1813	000726	鲁 泰Ａ
1814	300133	华策影视
1815	601800	中国交建
1816	601969	海南矿业
1817	002498	汉缆股份
1818	600252	中恒集团
1819	600308	华泰股份
1820	600362	江西铜业
1821	300291	华录百纳
1822	002581	未名医药
1823	600575	皖江物流
1824	002244	滨江集团
1825	600403	大有能源
1826	000830	鲁西化工
1827	002146	荣盛发展
1828	600239	云南城投
1829	600495	晋西车轴
1830	002118	紫鑫药业
1831	600229	城市传媒
1832	002461	珠江啤酒
1833	300147	香雪制药
1834	600038	中直股份
1835	002639	雪人股份
1836	601088	中国神华
1837	002668	奥马电器
1838	600121	郑州煤电
1839	300252	金信诺
1840	600613	神奇制药
1841	300228	富瑞特装
1842	002343	慈文传媒
1843	600794	保税科技
1844	601607	上海医药
1845	002033	丽江旅游
1846	002565	上海绿新
1847	300035	中科电气
1848	600572	康恩贝
1849	002387	黑牛食品
1850	002308	威创股份
1851	300498	温氏股份
1852	600028	中国石化
1853	002128	露天煤业
1854	601700	风范股份
1855	000780	平庄能源
1856	600876	洛阳玻璃
1857	002481	双塔食品
1858	000625	长安汽车
1859	601857	中国石油
1860	600875	东方电气
1861	600022	山东钢铁
1862	002324	普利特
1863	002392	北京利尔
1864	002584	西陇科学
1865	600054	黄山旅游
1866	601011	宝泰隆
1867	601111	中国国航
1868	600900	长江电力
1869	002616	长青集团
1870	603789	星光农机
1871	601005	重庆钢铁
1872	000861	海印股份
1873	300350	华鹏飞
1874	600997	开滦股份
1875	000978	桂林旅游
1876	600036	招商银行
1877	600782	新钢股份
1878	601010	文峰股份
1879	600467	好当家
1880	002485	希努尔
1881	300004	南风股份
1882	601628	中国人寿
1883	600023	浙能电力
1884	600019	宝钢股份
1885	300198	纳川股份
1886	300087	荃银高科
1887	300103	达刚路机
1888	002266	浙富控股
1889	600326	西藏天路
1890	000683	远兴能源
1891	002114	罗平锌电
1892	601258	庞大集团
1893	000557	银广夏
1894	002705	新宝股份
1895	600333	长春燃气
1896	603030	全筑股份
1897	600528	中铁二局
1898	000039	中集集团
1899	300146	汤臣倍健
1900	600089	特变电工
1901	601717	郑煤机
1902	002412	汉森制药
1903	000048	康达尔
1904	002366	台海核电
1905	300216	千山药机
1906	600555	海航创新
1907	000711	京蓝科技
1908	600567	山鹰纸业
1909	601968	宝钢包装
1910	300056	三维丝
1911	000581	威孚高科
1912	002522	浙江众成
1913	002596	海南瑞泽
1914	600131	岷江水电
1915	600421	仰帆控股
1916	600795	国电电力
1917	601669	中国电建
1918	002390	信邦制药
1919	300066	三川智慧
1920	002727	一心堂
1921	600004	白云机场
1922	600006	东风汽车
1923	603009	北特科技
1924	603223	恒通股份
1925	002773	康弘药业
1926	002422	科伦药业
1927	601007	金陵饭店
1928	002419	天虹商场
1929	600676	交运股份
1930	601288	农业银行
1931	600970	中材国际
1932	600196	复星医药
1933	000031	中粮地产
1934	002532	新界泵业
1935	002624	完美环球
1936	600637	东方明珠
1937	600415	小商品城
1938	000735	罗 牛 山
1939	600033	福建高速
1940	600966	博汇纸业
1941	002424	贵州百灵
1942	000069	华侨城Ａ
1943	601988	中国银行
1944	603308	应流股份
1945	600565	迪马股份
1946	603368	柳州医药
1947	601186	中国铁建
1948	603939	益丰药房
1949	002047	宝鹰股份
1950	600834	申通地铁
1951	000100	TCL 集团
1952	600386	北巴传媒
1953	600712	南宁百货
1954	601158	重庆水务
1955	000063	中兴通讯
1956	002592	八菱科技
1957	002330	得利斯
1958	002259	升达林业
1959	600538	国发股份
1960	002539	新都化工
1961	000623	吉林敖东
1962	600583	海油工程
1963	001979	招商蛇口
1964	300026	红日药业
1965	300459	浙江金科
1966	600297	广汇汽车
1967	002622	永大集团
1968	601518	吉林高速
1969	002559	亚威股份
1970	002644	佛慈制药
1971	601567	三星医疗
1972	000006	深振业Ａ
1973	002367	康力电梯
1974	600011	华能国际
1975	603023	威帝股份
1976	002210	飞马国际
1977	600600	青岛啤酒
1978	002359	齐星铁塔
1979	002435	长江润发
1980	002192	融捷股份
1981	600398	海澜之家
1982	600498	烽火通信
1983	601233	桐昆股份
1984	000898	鞍钢股份
1985	000338	潍柴动力
1986	002669	康达新材
1987	000550	江铃汽车
1988	300260	新莱应材
1989	002398	建研集团
1990	600871	石化油服
1991	600872	中炬高新
1992	000882	华联股份
1993	600535	天士力
1994	601333	广深铁路
1995	603000	人民网
1996	000157	中联重科
1997	002120	新海股份
1998	600017	日照港
1999	601933	永辉超市
2000	002235	安妮股份
2001	600693	东百集团
2002	000895	双汇发展
2003	600820	隧道股份
2004	002578	闽发铝业
2005	600256	广汇能源
2006	600425	青松建化
2007	600674	川投能源
2008	600727	鲁北化工
2009	002253	川大智胜
2010	601398	工商银行
2011	600779	水井坊
2012	600789	鲁抗医药
2013	600984	建设机械
2014	600020	中原高速
2015	600359	新农开发
2016	600322	天房发展
2017	600609	金杯汽车
2018	603003	龙宇燃油
2019	300058	蓝色光标
2020	601898	中煤能源
2021	002198	嘉应制药
2022	600175	美都能源
2023	002731	萃华珠宝
2024	601939	建设银行
2025	300246	宝莱特
2026	600518	康美药业
2027	600697	欧亚集团
2028	603328	XD依顿电
2029	000869	张 裕Ａ
2030	300267	尔康制药
2031	300372	欣泰电气
2032	000662	天夏智慧
2033	600376	首开股份
2034	002533	金杯电工
2035	600532	宏达矿业
2036	601336	新华保险
2037	600285	羚锐制药
2038	000700	模塑科技
2039	000539	粤电力Ａ
2040	002415	海康威视
2041	000066	长城电脑
2042	002024	苏宁云商
2043	601601	中国太保
2044	002108	沧州明珠
2045	603022	新通联
2046	600642	申能股份
2047	601009	南京银行
2048	601339	百隆东方
2049	603117	万林股份
2050	000989	九 芝 堂
2051	000935	四川双马
2052	002122	天马股份
2053	000065	北方国际
2054	002570	贝因美
2055	002284	亚太股份
2056	002719	麦趣尔
2057	000900	现代投资
2058	601985	中国核电
2059	000502	绿景控股
2060	600115	东方航空
2061	002548	金新农
2062	002615	哈尔斯
2063	600123	兰花科创
2064	601390	中国中铁
2065	000620	新华联
2066	000797	中国武夷
2067	002756	永兴特钢
2068	600177	雅戈尔
2069	600222	太龙药业
2070	000587	金洲慈航
2071	600116	三峡水利
2072	600167	联美控股
2073	002285	世联行
2074	300017	网宿科技
2075	600773	西藏城投
2076	002470	金正大
2077	600833	第一医药
2078	601727	上海电气
2079	000010	美丽生态
2080	300351	永贵电器
2081	601992	金隅股份
2082	000538	云南白药
2083	600098	广州发展
2084	600774	汉商集团
2085	002358	森源电气
2086	600683	京投银泰
2087	002260	德奥通航
2088	002393	力生制药
2089	300378	鼎捷软件
2090	600290	华仪电气
2091	002701	奥瑞金
2092	600059	古越龙山
2093	601226	华电重工
2094	600183	生益科技
2095	000792	盐湖股份
2096	600961	株冶集团
2097	002321	华英农业
2098	000685	中山公用
2099	600896	中海海盛
2100	300203	聚光科技
2101	002381	双箭股份
2102	600867	通化东宝
2103	002252	上海莱士
2104	002513	*ST蓝丰
2105	000969	安泰科技
2106	002295	精艺股份
2107	000925	众合科技
2108	000019	深深宝Ａ
2109	000961	中南建设
2110	000748	长城信息
2111	300199	翰宇药业
2112	002595	豪迈科技
2113	002753	永东股份
2114	600666	奥瑞德
2115	300425	环能科技
2116	002695	煌上煌
2117	002034	美 欣 达
2118	600016	民生银行
2119	600035	楚天高速
2120	600050	中国联通
2121	600068	葛洲坝
2122	600070	浙江富润
2123	600097	开创国际
2124	600104	上汽集团
2125	600107	美尔雅
2126	600113	浙江东日
2127	600120	浙江东方
2128	600122	XD宏图高
2129	600133	东湖高新
2130	600139	西部资源
2131	600149	廊坊发展
2132	600153	建发股份
2133	600173	卧龙地产
2134	600182	S佳通
2135	600209	罗顿发展
2136	600215	长春经开
2137	600221	海南航空
2138	600226	升华拜克
2139	600228	昌九生化
2140	600232	金鹰股份
2141	600246	万通地产
2142	600249	两面针
2143	600282	南钢股份
2144	600317	营口港
2145	600318	新力金融
2146	600321	国栋建设
2147	600354	敦煌种业
2148	600358	国旅联合
2149	600363	联创光电
2150	600367	红星发展
2151	600381	青海春天
2152	600385	山东金泰
2153	600401	海润光伏
2154	600408	安泰集团
2155	600455	博通股份
2156	600462	石岘纸业
2157	600469	风神股份
2158	600475	华光股份
2159	600488	XD天药股
2160	600489	中金黄金
2161	600509	天富能源
2162	600511	国药股份
2163	600512	腾达建设
2164	600539	狮头股份
2165	600556	慧球科技
2166	600569	安阳钢铁
2167	600571	信雅达
2168	600576	万家文化
2169	600577	精达股份
2170	600592	龙溪股份
2171	600614	鼎立股份
2172	600626	申达股份
2173	600636	三爱富
2174	600640	号百控股
2175	600645	中源协和
2176	600653	申华控股
2177	600654	中安消
2178	600664	哈药股份
2179	600673	东阳光科
2180	600687	刚泰控股
2181	600714	金瑞矿业
2182	600734	实达集团
2183	600738	兰州民百
2184	600749	西藏旅游
2185	600751	天海投资
2186	600753	东方银星
2187	600763	通策医疗
2188	600764	中电广通
2189	600768	宁波富邦
2190	600777	新潮实业
2191	600785	新华百货
2192	600808	马钢股份
2193	600822	上海物贸
2194	600843	上工申贝
2195	600848	上海临港
2196	600868	梅雁吉祥
2197	600870	厦华电子
2198	600873	梅花生物
2199	600877	中国嘉陵
2200	601001	大同煤业
2201	601006	大秦铁路
2202	601016	节能风电
2203	601137	博威合金
2204	601168	西部矿业
2205	601599	鹿港科技
2206	601600	中国铝业
2207	601618	中国中冶
2208	601633	长城汽车
2209	601766	中国中车
2210	603268	松发股份
2211	603318	派思股份
2212	603519	立霸股份
2213	603611	诺力股份
2214	603808	歌力思
2215	603838	四通股份
2216	603869	北部湾旅
2217	603918	金桥信息
2218	603993	洛阳钼业
2219	000002	万 科Ａ
2220	000004	国农科技
2221	000007	全新好
2222	000022	深赤湾Ａ
2223	000038	深大通
2224	000046	泛海控股
2225	000155	*ST川化
2226	000159	国际实业
2227	000333	美的集团
2228	000401	冀东水泥
2229	000404	华意压缩
2230	000409	山东地矿
2231	000415	渤海金控
2232	000505	*ST珠江
2233	000509	华塑控股
2234	000511	*ST烯碳
2235	000524	岭南控股
2236	000537	广宇发展
2237	000547	航天发展
2238	000553	沙隆达Ａ
2239	000555	神州信息
2240	000565	渝三峡Ａ
2241	000571	新大洲Ａ
2242	000576	广东甘化
2243	000582	北部湾港
2244	000606	*ST明胶
2245	000608	阳光股份
2246	000610	西安旅游
2247	000612	焦作万方
2248	000617	*ST济柴
2249	000619	海螺型材
2250	000629	*ST钒钛
2251	000633	*ST合金
2252	000635	英 力 特
2253	000636	风华高科
2254	000638	万方发展
2255	000651	格力电器
2256	000670	*ST盈方
2257	000679	大连友谊
2258	000693	ST华泽
2259	000709	河钢股份
2260	000717	*ST韶钢
2261	000718	苏宁环球
2262	000720	新能泰山
2263	000732	泰禾集团
2264	000736	中房地产
2265	000752	西藏发展
2266	000755	山西三维
2267	000757	浩物股份
2268	000766	通化金马
2269	000790	华神集团
2270	000806	银河生物
2271	000818	方大化工
2272	000835	长城动漫
2273	000836	鑫茂科技
2274	000887	中鼎股份
2275	000893	东凌国际
2276	000911	南宁糖业
2277	000916	华北高速
2278	000917	电广传媒
2279	000918	嘉凯城
2280	000920	南方汇通
2281	000923	河北宣工
2282	000926	福星股份
2283	000932	华菱钢铁
2284	000936	华西股份
2285	000950	*ST建峰
2286	000952	广济药业
2287	000953	河池化工
2288	000955	欣龙控股
2289	000962	*ST东钽
2290	000968	*ST煤气
2291	000971	高升控股
2292	000975	银泰资源
2293	000997	新 大 陆
2294	002012	凯恩股份
2295	002044	美年健康
2296	002046	轴研科技
2297	002052	同洲电子
2298	002059	云南旅游
2299	002065	东华软件
2300	002069	*ST獐岛
2301	002072	凯瑞德
2302	002085	万丰奥威
2303	002089	新 海 宜
2304	002101	广东鸿图
2305	002110	三钢闽光
2306	002112	三变科技
2307	002127	南极电商
2308	002129	中环股份
2309	002131	利欧股份
2310	002134	天津普林
2311	002145	中核钛白
2312	002157	正邦科技
2313	002164	宁波东力
2314	002175	东方网络
2315	002190	成飞集成
2316	002199	*ST东晶
2317	002207	准油股份
2318	002209	达 意 隆
2319	002211	宏达新材
2320	002212	南洋股份
2321	002219	恒康医疗
2322	002246	北化股份
2323	002264	新 华 都
2324	002272	川润股份
2325	002278	神开股份
2326	002280	联络互动
2327	002283	天润曲轴
2328	002288	超华科技
2329	002289	*ST宇顺
2330	002291	星期六
2331	002306	中科云网
2332	002309	中利科技
2333	002314	南山控股
2334	002329	皇氏集团
2335	002331	皖通科技
2336	002344	海宁皮城
2337	002347	泰尔重工
2338	002349	精华制药
2339	002352	鼎泰新材
2340	002354	天神娱乐
2341	002355	兴民钢圈
2342	002373	千方科技
2343	002379	*ST鲁丰
2344	002386	天原集团
2345	002389	南洋科技
2346	002405	四维图新
2347	002429	兆驰股份
2348	002434	万里扬
2349	002439	启明星辰
2350	002445	中南重工
2351	002447	壹桥海参
2352	002465	海格通信
2353	002469	三维工程
2354	002473	圣莱达
2355	002491	通鼎互联
2356	002492	恒基达鑫
2357	002505	大康牧业
2358	002507	涪陵榨菜
2359	002515	金字火腿
2360	002524	光正集团
2361	002542	中化岩土
2362	002545	东方铁塔
2363	002547	春兴精工
2364	002555	三七互娱
2365	002567	唐人神
2366	002569	步森股份
2367	002573	清新环境
2368	002587	奥拓电子
2369	002591	恒大高新
2370	002608	*ST舜船
2371	002611	东方精工
2372	002612	朗姿股份
2373	002617	露笑科技
2374	002619	巨龙管业
2375	002630	华西能源
2376	002647	宏磊股份
2377	002649	博彦科技
2378	002654	万润科技
2379	002663	普邦园林
2380	002675	东诚药业
2381	002682	龙洲股份
2382	002686	亿利达
2383	002691	冀凯股份
2384	002694	顾地科技
2385	002703	浙江世宝
2386	002712	思美传媒
2387	002735	王子新材
2388	002739	万达院线
2389	002759	天际股份
2390	002762	金发拉比
2391	002766	索菱股份
2392	300019	硅宝科技
2393	300021	大禹节水
2394	300025	华星创业
2395	300038	梅泰诺
2396	300043	互动娱乐
2397	300044	赛为智能
2398	300046	台基股份
2399	300053	欧比特
2400	300057	万顺股份
2401	300061	康耐特
2402	300062	中能电气
2403	300067	安诺其
2404	300071	华谊嘉信
2405	300080	易成新能
2406	300104	乐视网
2407	300110	华仁药业
2408	300113	顺网科技
2409	300116	坚瑞消防
2410	300125	易世达
2411	300135	宝利国际
2412	300142	沃森生物
2413	300144	宋城演艺
2414	300163	先锋新材
2415	300173	智慧松德
2416	300176	鸿特精密
2417	300180	华峰超纤
2418	300184	力源信息
2419	300185	通裕重工
2420	300208	恒顺众昇
2421	300219	鸿利光电
2422	300220	金运激光
2423	300221	银禧科技
2424	300225	金力泰
